Call_ID,Fecha,Agente_ID,Centro_Costo,Canal,Tiempo_Espera_Seg,Tiempo_Atencion_Seg,Tiempo_Total_Seg,Abandonada,Resuelta_Primer_Contacto
C08263,2025-01-08 03:00:00,A015,Soporte_Digital,Inbound,42,292,334,1,0
C08264,2025-01-21 13:00:00,A011,Soporte_Digital,Inbound,26,340,366,0,0
C08265,2025-02-10 09:00:00,A017,Soporte_Digital,Inbound,31,334,365,1,1
C08266,2025-02-25 14:00:00,A021,Tarjetas,Inbound,67,165,232,0,1
C08267,2025-03-01 10:00:00,A024,Tarjetas,Inbound,27,278,305,0,1
C08268,2025-03-12 12:00:00,A012,Créditos,Inbound,30,307,337,0,0
C08269,2025-03-16 17:00:00,A020,Tarjetas,Outbound,25,247,272,0,1
C08270,2025-01-28 10:00:00,A018,Soporte_Digital,Outbound,27,253,280,0,1
C08271,2025-01-28 17:00:00,A016,Tarjetas,Inbound,8,337,345,0,1
C08272,2025-01-16 06:00:00,A003,Soporte_Digital,Inbound,35,340,375,0,1
C08273,2025-01-23 21:00:00,A009,Créditos,Inbound,18,289,307,0,1
C08274,2025-01-27 18:00:00,A007,Créditos,Inbound,52,324,376,1,1
C08275,2025-03-20 21:00:00,A019,Soporte_Digital,Inbound,9,327,336,0,0
C08276,2025-01-11 14:00:00,A005,Tarjetas,Inbound,19,234,253,0,1
C08277,2025-01-09 15:00:00,A019,Tarjetas,Inbound,10,234,244,1,1
C08278,2025-01-04 22:00:00,A010,Banca_Personal,Inbound,7,276,283,0,1
C08279,2025-03-20 11:00:00,A020,Créditos,Outbound,31,258,289,0,1
C08280,2025-01-20 21:00:00,A012,Créditos,Inbound,44,264,308,1,1
C08281,2025-02-01 17:00:00,A008,Soporte_Digital,Inbound,35,294,329,0,0
C08282,2025-01-08 21:00:00,A003,Banca_Personal,Inbound,20,294,314,0,1
C08283,2025-03-04 19:00:00,A019,Tarjetas,Inbound,17,146,163,0,0
C08284,2025-03-15 04:00:00,A011,Soporte_Digital,Inbound,4,305,309,0,1
C08285,2025-03-06 23:00:00,A008,Tarjetas,Outbound,8,284,292,0,1
C08286,2025-02-01 11:00:00,A013,Tarjetas,Outbound,28,313,341,0,0
C08287,2025-03-02 06:00:00,A023,Tarjetas,Inbound,6,261,267,0,1
C08288,2025-02-04 19:00:00,A023,Banca_Personal,Outbound,20,261,281,0,1
C08289,2025-03-11 07:00:00,A010,Créditos,Inbound,85,276,361,0,1
C08290,2025-03-09 20:00:00,A018,Créditos,Inbound,25,364,389,0,1
C08291,2025-03-18 11:00:00,A012,Tarjetas,Inbound,16,274,290,0,1
C08292,2025-01-06 12:00:00,A007,Banca_Personal,Inbound,46,366,412,1,1
C08293,2025-01-03 06:00:00,A011,Tarjetas,Inbound,73,358,431,1,1
C08294,2025-01-22 05:00:00,A010,Tarjetas,Outbound,69,279,348,0,1
C08295,2025-01-28 21:00:00,A003,Soporte_Digital,Inbound,26,269,295,0,1
C08296,2025-03-12 09:00:00,A007,Banca_Personal,Inbound,49,271,320,0,1
C08297,2025-02-24 20:00:00,A004,Banca_Personal,Inbound,26,291,317,0,0
C08298,2025-01-31 13:00:00,A008,Créditos,Inbound,13,266,279,0,1
C08299,2025-03-12 13:00:00,A008,Créditos,Inbound,4,344,348,0,1
C08300,2025-01-11 18:00:00,A006,Tarjetas,Inbound,13,261,274,0,0
C08301,2025-02-17 17:00:00,A013,Soporte_Digital,Inbound,15,351,366,0,1
C08302,2025-01-13 10:00:00,A012,Soporte_Digital,Inbound,17,244,261,0,1
C08303,2025-01-24 08:00:00,A003,Soporte_Digital,Inbound,10,199,209,0,0
C08304,2025-03-21 16:00:00,A006,Tarjetas,Inbound,19,192,211,0,0
C08305,2025-03-19 16:00:00,A022,Créditos,Inbound,13,267,280,0,1
C08306,2025-01-13 08:00:00,A019,Banca_Personal,Inbound,51,251,302,0,1
C08307,2025-03-02 21:00:00,A011,Tarjetas,Inbound,19,248,267,0,0
C08308,2025-01-09 04:00:00,A004,Soporte_Digital,Inbound,34,358,392,0,1
C08309,2025-02-11 10:00:00,A015,Soporte_Digital,Inbound,13,256,269,0,1
C08310,2025-01-01 07:00:00,A002,Tarjetas,Inbound,35,182,217,0,1
C08311,2025-01-14 07:00:00,A015,Soporte_Digital,Inbound,30,333,363,0,0
C08312,2025-03-01 01:00:00,A017,Banca_Personal,Outbound,22,380,402,0,1
C08313,2025-03-12 18:00:00,A002,Tarjetas,Outbound,12,326,338,0,1
C08314,2025-03-29 20:00:00,A007,Banca_Personal,Inbound,6,259,265,0,1
C08315,2025-03-02 21:00:00,A016,Créditos,Inbound,18,310,328,0,0
C08316,2025-02-23 15:00:00,A005,Soporte_Digital,Inbound,33,251,284,0,1
C08317,2025-02-16 14:00:00,A016,Soporte_Digital,Inbound,55,241,296,0,0
C08318,2025-01-24 00:00:00,A025,Créditos,Inbound,17,288,305,0,1
C08319,2025-01-28 12:00:00,A019,Créditos,Inbound,6,296,302,0,1
C08320,2025-01-30 19:00:00,A002,Créditos,Inbound,36,287,323,0,0
C08321,2025-03-02 18:00:00,A015,Soporte_Digital,Inbound,22,400,422,0,1
C08322,2025-02-05 14:00:00,A004,Créditos,Outbound,15,302,317,0,1
C08323,2025-01-28 16:00:00,A002,Tarjetas,Inbound,34,357,391,0,1
C08324,2025-03-21 01:00:00,A023,Créditos,Inbound,22,433,455,0,0
C08325,2025-03-11 18:00:00,A010,Tarjetas,Outbound,25,271,296,0,1
C08326,2025-01-12 08:00:00,A022,Tarjetas,Inbound,57,308,365,0,0
C08327,2025-02-19 01:00:00,A024,Banca_Personal,Outbound,16,349,365,1,0
C08328,2025-02-23 00:00:00,A005,Tarjetas,Inbound,21,307,328,0,1
C08329,2025-01-12 14:00:00,A018,Tarjetas,Outbound,63,283,346,1,1
C08330,2025-02-03 23:00:00,A004,Créditos,Outbound,41,440,481,0,0
C08331,2025-01-12 11:00:00,A001,Soporte_Digital,Inbound,45,371,416,0,1
C08332,2025-02-11 20:00:00,A018,Créditos,Outbound,48,173,221,0,1
C08333,2025-02-08 10:00:00,A020,Banca_Personal,Inbound,14,381,395,0,1
C08334,2025-01-27 17:00:00,A006,Banca_Personal,Inbound,25,396,421,1,1
C08335,2025-01-22 00:00:00,A020,Soporte_Digital,Inbound,11,371,382,0,1
C08336,2025-02-02 03:00:00,A020,Tarjetas,Inbound,47,345,392,0,0
C08337,2025-02-22 16:00:00,A014,Banca_Personal,Inbound,21,393,414,0,1
C08338,2025-02-22 11:00:00,A010,Soporte_Digital,Inbound,31,352,383,0,1
C08339,2025-02-12 05:00:00,A018,Créditos,Inbound,38,334,372,0,1
C08340,2025-01-06 07:00:00,A009,Créditos,Inbound,2,308,310,0,1
C08341,2025-02-20 23:00:00,A012,Créditos,Outbound,28,235,263,0,1
C08342,2025-03-05 13:00:00,A010,Tarjetas,Inbound,65,217,282,0,1
C08343,2025-03-11 17:00:00,A024,Tarjetas,Inbound,51,346,397,0,1
C08344,2025-01-21 11:00:00,A024,Soporte_Digital,Inbound,37,345,382,0,1
C08345,2025-02-22 09:00:00,A021,Banca_Personal,Outbound,32,297,329,0,1
C08346,2025-03-11 10:00:00,A019,Créditos,Inbound,19,248,267,0,1
C08347,2025-01-18 07:00:00,A006,Tarjetas,Inbound,16,232,248,0,0
C08348,2025-02-10 09:00:00,A014,Tarjetas,Inbound,32,278,310,0,1
C08349,2025-03-28 12:00:00,A025,Banca_Personal,Inbound,12,342,354,0,1
C08350,2025-02-27 16:00:00,A008,Créditos,Inbound,9,434,443,0,1
C08351,2025-01-13 19:00:00,A023,Créditos,Inbound,76,298,374,1,1
C08352,2025-01-03 12:00:00,A014,Banca_Personal,Inbound,49,317,366,0,1
C08353,2025-03-03 15:00:00,A011,Soporte_Digital,Inbound,32,367,399,0,0
C08354,2025-03-22 10:00:00,A024,Soporte_Digital,Inbound,20,296,316,0,1
C08355,2025-03-05 01:00:00,A016,Banca_Personal,Inbound,15,322,337,0,0
C08356,2025-01-20 16:00:00,A020,Banca_Personal,Inbound,24,349,373,0,0
C08357,2025-02-09 22:00:00,A006,Soporte_Digital,Inbound,31,366,397,0,0
C08358,2025-01-23 04:00:00,A015,Banca_Personal,Inbound,22,303,325,0,1
C08359,2025-01-21 13:00:00,A015,Créditos,Inbound,8,271,279,0,0
C08360,2025-01-04 09:00:00,A014,Soporte_Digital,Inbound,24,312,336,0,0
C08361,2025-02-06 14:00:00,A021,Soporte_Digital,Inbound,4,198,202,0,1
C08362,2025-03-06 09:00:00,A012,Soporte_Digital,Inbound,45,317,362,0,1
C08363,2025-01-01 11:00:00,A002,Créditos,Inbound,36,352,388,0,0
C08364,2025-02-23 14:00:00,A008,Banca_Personal,Outbound,47,401,448,0,1
C08365,2025-01-19 16:00:00,A019,Tarjetas,Inbound,9,355,364,0,1
C08366,2025-02-01 17:00:00,A014,Tarjetas,Outbound,32,146,178,0,1
C08367,2025-01-02 01:00:00,A005,Créditos,Inbound,17,383,400,0,1
C08368,2025-03-17 06:00:00,A024,Créditos,Inbound,37,388,425,0,1
C08369,2025-03-07 08:00:00,A009,Banca_Personal,Inbound,35,244,279,0,0
C08370,2025-01-03 13:00:00,A013,Tarjetas,Inbound,57,275,332,0,0
C08371,2025-01-10 12:00:00,A009,Soporte_Digital,Inbound,35,386,421,0,1
C08372,2025-03-18 14:00:00,A014,Créditos,Outbound,18,303,321,0,0
C08373,2025-01-26 06:00:00,A005,Tarjetas,Inbound,21,264,285,0,1
C08374,2025-02-14 02:00:00,A002,Soporte_Digital,Inbound,86,254,340,0,1
C08375,2025-03-14 00:00:00,A007,Soporte_Digital,Outbound,51,458,509,0,1
C08376,2025-03-03 15:00:00,A016,Banca_Personal,Inbound,50,347,397,0,1
C08377,2025-03-05 13:00:00,A011,Créditos,Inbound,21,283,304,0,0
C08378,2025-02-01 16:00:00,A011,Soporte_Digital,Outbound,62,385,447,0,1
C08379,2025-01-25 18:00:00,A023,Créditos,Inbound,67,294,361,0,1
C08380,2025-03-08 08:00:00,A012,Tarjetas,Inbound,1,372,373,0,0
C08381,2025-02-13 23:00:00,A013,Tarjetas,Inbound,23,334,357,0,0
C08382,2025-03-19 06:00:00,A008,Créditos,Inbound,10,279,289,0,1
C08383,2025-03-27 08:00:00,A024,Soporte_Digital,Inbound,7,329,336,0,1
C08384,2025-03-02 18:00:00,A016,Soporte_Digital,Inbound,22,332,354,0,0
C08385,2025-03-19 13:00:00,A021,Tarjetas,Inbound,30,348,378,0,1
C08386,2025-02-18 07:00:00,A001,Soporte_Digital,Inbound,28,397,425,0,0
C08387,2025-02-20 19:00:00,A013,Soporte_Digital,Outbound,54,432,486,0,1
C08388,2025-01-06 12:00:00,A011,Tarjetas,Outbound,84,324,408,0,0
C08389,2025-01-04 13:00:00,A004,Banca_Personal,Inbound,45,185,230,0,1
C08390,2025-03-04 11:00:00,A004,Tarjetas,Inbound,100,352,452,1,1
C08391,2025-03-18 06:00:00,A015,Créditos,Inbound,38,284,322,0,0
C08392,2025-02-20 03:00:00,A003,Banca_Personal,Inbound,48,198,246,0,1
C08393,2025-01-08 06:00:00,A024,Créditos,Outbound,27,341,368,0,1
C08394,2025-03-24 07:00:00,A019,Banca_Personal,Outbound,12,326,338,0,1
C08395,2025-01-25 01:00:00,A021,Banca_Personal,Inbound,86,251,337,0,1
C08396,2025-03-16 22:00:00,A002,Tarjetas,Inbound,8,228,236,0,1
C08397,2025-03-29 08:00:00,A006,Tarjetas,Inbound,36,383,419,0,0
C08398,2025-01-07 00:00:00,A022,Créditos,Inbound,12,330,342,0,1
C08399,2025-02-01 17:00:00,A024,Tarjetas,Inbound,33,252,285,0,1
C08400,2025-02-27 09:00:00,A008,Banca_Personal,Inbound,65,339,404,0,0
C08401,2025-03-18 01:00:00,A017,Tarjetas,Outbound,4,274,278,0,1
C08402,2025-02-08 16:00:00,A005,Créditos,Inbound,19,332,351,0,1
C08403,2025-02-03 01:00:00,A002,Banca_Personal,Inbound,21,318,339,0,1
C08404,2025-03-08 17:00:00,A012,Créditos,Inbound,55,146,201,0,1
C08405,2025-03-11 04:00:00,A005,Soporte_Digital,Outbound,29,306,335,0,1
C08406,2025-01-14 06:00:00,A010,Tarjetas,Inbound,19,290,309,0,1
C08407,2025-02-16 06:00:00,A009,Banca_Personal,Inbound,49,255,304,1,1
C08408,2025-03-07 16:00:00,A020,Créditos,Outbound,28,224,252,0,1
C08409,2025-01-30 01:00:00,A008,Tarjetas,Inbound,13,286,299,0,1
C08410,2025-02-05 06:00:00,A001,Tarjetas,Inbound,7,278,285,0,0
C08411,2025-03-17 01:00:00,A024,Créditos,Inbound,13,339,352,0,1
C08412,2025-02-02 14:00:00,A006,Banca_Personal,Inbound,9,291,300,0,0
C08413,2025-03-29 01:00:00,A024,Créditos,Inbound,28,305,333,0,1
C08414,2025-02-16 12:00:00,A022,Tarjetas,Inbound,37,319,356,0,0
C08415,2025-03-14 22:00:00,A011,Créditos,Inbound,32,272,304,0,0
C08416,2025-03-10 17:00:00,A003,Soporte_Digital,Inbound,3,240,243,0,1
C08417,2025-01-13 03:00:00,A015,Tarjetas,Inbound,83,432,515,1,1
C08418,2025-02-10 08:00:00,A011,Banca_Personal,Outbound,44,295,339,0,0
C08419,2025-03-03 23:00:00,A024,Soporte_Digital,Inbound,24,287,311,0,1
C08420,2025-03-18 18:00:00,A005,Créditos,Inbound,27,384,411,0,1
C08421,2025-01-05 00:00:00,A016,Banca_Personal,Inbound,66,413,479,1,1
C08422,2025-02-16 14:00:00,A021,Soporte_Digital,Inbound,22,386,408,0,1
C08423,2025-01-04 01:00:00,A007,Créditos,Inbound,15,276,291,0,0
C08424,2025-02-26 15:00:00,A006,Soporte_Digital,Inbound,26,320,346,0,1
C08425,2025-02-15 11:00:00,A009,Tarjetas,Inbound,32,335,367,0,0
C08426,2025-02-01 13:00:00,A007,Banca_Personal,Outbound,30,434,464,1,0
C08427,2025-03-22 21:00:00,A003,Soporte_Digital,Inbound,29,325,354,0,1
C08428,2025-01-09 15:00:00,A011,Tarjetas,Outbound,18,327,345,0,1
C08429,2025-02-21 20:00:00,A012,Créditos,Inbound,37,239,276,0,1
C08430,2025-02-23 13:00:00,A021,Tarjetas,Inbound,27,224,251,0,1
C08431,2025-01-18 01:00:00,A025,Créditos,Inbound,19,381,400,0,1
C08432,2025-02-02 02:00:00,A011,Banca_Personal,Inbound,78,320,398,0,1
C08433,2025-03-18 19:00:00,A002,Tarjetas,Inbound,9,326,335,0,1
C08434,2025-01-04 01:00:00,A001,Tarjetas,Inbound,9,364,373,0,0
C08435,2025-03-11 04:00:00,A024,Créditos,Inbound,43,351,394,0,1
C08436,2025-01-11 13:00:00,A024,Soporte_Digital,Inbound,11,343,354,0,1
C08437,2025-02-04 03:00:00,A002,Créditos,Inbound,36,338,374,0,0
C08438,2025-02-11 01:00:00,A014,Soporte_Digital,Inbound,64,308,372,0,1
C08439,2025-01-14 19:00:00,A013,Créditos,Inbound,69,312,381,0,1
C08440,2025-03-01 05:00:00,A024,Banca_Personal,Inbound,20,354,374,0,1
C08441,2025-02-04 19:00:00,A005,Soporte_Digital,Outbound,20,243,263,0,1
C08442,2025-03-12 11:00:00,A002,Tarjetas,Inbound,25,236,261,0,1
C08443,2025-01-19 22:00:00,A023,Soporte_Digital,Inbound,3,304,307,0,1
C08444,2025-03-22 09:00:00,A023,Créditos,Inbound,5,308,313,0,1
C08445,2025-02-17 10:00:00,A019,Créditos,Inbound,7,343,350,0,1
C08446,2025-01-14 00:00:00,A017,Soporte_Digital,Inbound,18,286,304,1,1
C08447,2025-02-12 09:00:00,A011,Tarjetas,Inbound,19,253,272,0,0
C08448,2025-01-10 11:00:00,A016,Banca_Personal,Inbound,17,336,353,0,1
C08449,2025-02-05 17:00:00,A020,Tarjetas,Inbound,19,380,399,0,1
C08450,2025-02-22 20:00:00,A018,Soporte_Digital,Inbound,59,321,380,0,0
C08451,2025-02-12 09:00:00,A020,Créditos,Inbound,47,212,259,0,1
C08452,2025-02-09 13:00:00,A008,Tarjetas,Inbound,23,316,339,0,0
C08453,2025-01-18 18:00:00,A002,Créditos,Inbound,18,184,202,0,1
C08454,2025-03-29 01:00:00,A017,Créditos,Inbound,22,297,319,0,1
C08455,2025-01-20 08:00:00,A011,Tarjetas,Inbound,43,179,222,0,1
C08456,2025-03-10 13:00:00,A014,Soporte_Digital,Inbound,11,274,285,0,0
C08457,2025-01-12 13:00:00,A016,Tarjetas,Inbound,57,330,387,0,1
C08458,2025-01-01 18:00:00,A015,Banca_Personal,Inbound,95,282,377,0,0
C08459,2025-01-03 17:00:00,A015,Créditos,Inbound,76,368,444,1,1
C08460,2025-01-07 22:00:00,A003,Créditos,Outbound,19,313,332,0,0
C08461,2025-03-09 00:00:00,A007,Soporte_Digital,Inbound,13,232,245,0,1
C08462,2025-01-17 18:00:00,A012,Créditos,Inbound,2,354,356,0,1
C08463,2025-01-18 00:00:00,A022,Créditos,Inbound,22,341,363,0,1
C08464,2025-01-25 20:00:00,A022,Créditos,Outbound,4,376,380,0,1
C08465,2025-02-14 06:00:00,A023,Tarjetas,Inbound,19,342,361,0,1
C08466,2025-01-14 11:00:00,A024,Créditos,Inbound,14,328,342,1,1
C08467,2025-03-24 14:00:00,A003,Tarjetas,Inbound,86,240,326,1,0
C08468,2025-03-01 21:00:00,A019,Soporte_Digital,Inbound,14,348,362,0,1
C08469,2025-01-18 20:00:00,A010,Banca_Personal,Inbound,43,291,334,0,0
C08470,2025-02-15 04:00:00,A008,Créditos,Inbound,44,348,392,0,0
C08471,2025-03-10 03:00:00,A016,Banca_Personal,Inbound,14,433,447,0,0
C08472,2025-02-27 09:00:00,A016,Tarjetas,Outbound,3,372,375,0,1
C08473,2025-01-17 08:00:00,A012,Soporte_Digital,Outbound,44,317,361,0,1
C08474,2025-03-06 04:00:00,A023,Soporte_Digital,Inbound,18,304,322,0,1
C08475,2025-01-19 13:00:00,A005,Tarjetas,Inbound,62,274,336,0,1
C08476,2025-02-20 03:00:00,A020,Banca_Personal,Outbound,37,160,197,0,1
C08477,2025-02-12 15:00:00,A006,Créditos,Outbound,21,302,323,0,1
C08478,2025-01-15 05:00:00,A025,Tarjetas,Outbound,27,269,296,0,0
C08479,2025-01-06 12:00:00,A006,Tarjetas,Inbound,18,319,337,0,1
C08480,2025-03-19 11:00:00,A008,Tarjetas,Inbound,10,269,279,0,1
C08481,2025-01-12 00:00:00,A017,Tarjetas,Inbound,38,313,351,0,0
C08482,2025-01-04 20:00:00,A012,Tarjetas,Outbound,52,374,426,0,1
C08483,2025-03-12 05:00:00,A022,Soporte_Digital,Inbound,35,309,344,0,0
C08484,2025-03-01 18:00:00,A014,Tarjetas,Inbound,46,234,280,0,1
C08485,2025-02-21 07:00:00,A002,Soporte_Digital,Inbound,19,250,269,0,0
C08486,2025-02-11 17:00:00,A019,Banca_Personal,Inbound,11,341,352,0,0
C08487,2025-03-11 04:00:00,A006,Créditos,Outbound,11,345,356,0,1
C08488,2025-03-08 12:00:00,A018,Soporte_Digital,Inbound,31,247,278,0,1
C08489,2025-01-12 01:00:00,A004,Créditos,Inbound,19,298,317,0,1
C08490,2025-01-27 21:00:00,A022,Créditos,Outbound,78,354,432,0,1
C08491,2025-02-17 08:00:00,A005,Créditos,Inbound,19,403,422,0,0
C08492,2025-02-28 09:00:00,A006,Soporte_Digital,Outbound,165,310,475,1,1
C08493,2025-01-19 21:00:00,A015,Soporte_Digital,Inbound,40,288,328,0,1
C08494,2025-03-21 18:00:00,A006,Soporte_Digital,Inbound,2,277,279,0,1
C08495,2025-03-02 23:00:00,A008,Banca_Personal,Inbound,1,308,309,0,1
C08496,2025-02-20 10:00:00,A009,Soporte_Digital,Inbound,16,383,399,0,0
C08497,2025-02-04 14:00:00,A021,Banca_Personal,Inbound,64,308,372,0,1
C08498,2025-02-27 22:00:00,A022,Soporte_Digital,Outbound,28,329,357,0,0
C08499,2025-02-16 08:00:00,A006,Soporte_Digital,Inbound,13,214,227,0,0
C08500,2025-03-24 01:00:00,A022,Créditos,Inbound,43,395,438,0,1
C08501,2025-02-06 07:00:00,A002,Tarjetas,Outbound,77,380,457,1,1
C08502,2025-01-27 10:00:00,A016,Créditos,Inbound,48,282,330,1,0
C08503,2025-02-28 07:00:00,A020,Soporte_Digital,Inbound,37,293,330,0,1
C08504,2025-01-29 18:00:00,A001,Tarjetas,Inbound,7,370,377,0,1
C08505,2025-03-19 17:00:00,A016,Tarjetas,Inbound,16,476,492,0,1
C08506,2025-02-14 01:00:00,A001,Banca_Personal,Inbound,37,198,235,0,1
C08507,2025-03-23 11:00:00,A001,Tarjetas,Outbound,41,269,310,0,1
C08508,2025-01-25 05:00:00,A007,Banca_Personal,Inbound,18,276,294,1,1
C08509,2025-02-27 21:00:00,A016,Créditos,Inbound,14,362,376,0,1
C08510,2025-02-02 15:00:00,A017,Banca_Personal,Inbound,4,321,325,0,1
C08511,2025-01-08 12:00:00,A016,Soporte_Digital,Inbound,26,269,295,0,1
C08512,2025-01-01 18:00:00,A016,Tarjetas,Inbound,44,215,259,0,0
C08513,2025-02-22 01:00:00,A006,Soporte_Digital,Inbound,42,360,402,0,1
C08514,2025-03-09 08:00:00,A018,Tarjetas,Outbound,3,287,290,0,1
C08515,2025-02-21 21:00:00,A022,Tarjetas,Inbound,42,230,272,0,1
C08516,2025-03-10 06:00:00,A022,Créditos,Inbound,72,259,331,1,0
C08517,2025-01-03 05:00:00,A003,Banca_Personal,Outbound,24,274,298,0,1
C08518,2025-03-01 10:00:00,A008,Créditos,Inbound,47,282,329,0,1
C08519,2025-01-19 10:00:00,A004,Banca_Personal,Inbound,23,237,260,0,1
C08520,2025-01-25 03:00:00,A023,Créditos,Inbound,8,238,246,0,1
C08521,2025-01-12 17:00:00,A004,Créditos,Inbound,16,442,458,0,1
C08522,2025-02-04 06:00:00,A017,Tarjetas,Inbound,38,319,357,0,0
C08523,2025-03-11 13:00:00,A022,Créditos,Inbound,44,275,319,0,0
C08524,2025-01-27 16:00:00,A005,Créditos,Inbound,11,322,333,0,0
C08525,2025-02-12 23:00:00,A025,Banca_Personal,Inbound,75,309,384,1,1
C08526,2025-03-26 00:00:00,A014,Créditos,Outbound,78,245,323,1,1
C08527,2025-01-24 10:00:00,A015,Tarjetas,Inbound,11,185,196,0,0
C08528,2025-01-15 04:00:00,A025,Créditos,Outbound,56,268,324,0,1
C08529,2025-01-20 15:00:00,A012,Soporte_Digital,Inbound,37,289,326,0,1
C08530,2025-03-13 06:00:00,A013,Soporte_Digital,Inbound,19,293,312,0,0
C08531,2025-01-10 18:00:00,A024,Banca_Personal,Inbound,7,190,197,0,1
C08532,2025-02-16 02:00:00,A023,Banca_Personal,Inbound,79,448,527,1,0
C08533,2025-02-16 12:00:00,A018,Soporte_Digital,Inbound,25,444,469,0,0
C08534,2025-03-21 12:00:00,A014,Créditos,Inbound,4,326,330,0,0
C08535,2025-03-01 01:00:00,A024,Créditos,Outbound,69,301,370,1,1
C08536,2025-02-04 07:00:00,A019,Banca_Personal,Inbound,35,266,301,0,0
C08537,2025-02-23 19:00:00,A022,Tarjetas,Outbound,13,334,347,0,0
C08538,2025-01-27 07:00:00,A007,Créditos,Inbound,27,292,319,0,1
C08539,2025-01-23 00:00:00,A006,Soporte_Digital,Inbound,48,375,423,0,0
C08540,2025-03-24 12:00:00,A005,Tarjetas,Outbound,18,354,372,0,0
C08541,2025-03-27 17:00:00,A004,Tarjetas,Outbound,17,248,265,0,1
C08542,2025-02-25 19:00:00,A018,Créditos,Inbound,14,258,272,0,1
C08543,2025-02-24 00:00:00,A025,Tarjetas,Inbound,12,358,370,0,0
C08544,2025-02-25 09:00:00,A014,Banca_Personal,Inbound,30,341,371,0,1
C08545,2025-02-21 09:00:00,A016,Tarjetas,Inbound,2,233,235,0,1
C08546,2025-03-24 13:00:00,A023,Banca_Personal,Inbound,19,272,291,0,1
C08547,2025-03-15 01:00:00,A023,Créditos,Inbound,37,290,327,0,1
C08548,2025-03-23 04:00:00,A020,Tarjetas,Inbound,5,297,302,0,1
C08549,2025-03-30 15:00:00,A014,Soporte_Digital,Inbound,46,295,341,0,0
C08550,2025-02-07 13:00:00,A005,Soporte_Digital,Inbound,57,353,410,0,1
C08551,2025-02-07 02:00:00,A022,Banca_Personal,Inbound,49,308,357,0,1
C08552,2025-03-07 10:00:00,A011,Banca_Personal,Outbound,66,304,370,0,1
C08553,2025-03-18 00:00:00,A012,Créditos,Inbound,27,254,281,0,1
C08554,2025-03-28 01:00:00,A018,Tarjetas,Inbound,13,310,323,0,0
C08555,2025-02-19 12:00:00,A004,Banca_Personal,Inbound,66,298,364,1,1
C08556,2025-03-06 12:00:00,A013,Banca_Personal,Inbound,20,271,291,0,1
C08557,2025-01-09 09:00:00,A020,Créditos,Inbound,16,230,246,0,1
C08558,2025-01-31 20:00:00,A013,Tarjetas,Inbound,21,376,397,1,1
C08559,2025-02-27 01:00:00,A004,Tarjetas,Inbound,9,406,415,0,0
C08560,2025-02-27 21:00:00,A023,Banca_Personal,Inbound,15,314,329,0,1
C08561,2025-03-25 08:00:00,A023,Tarjetas,Outbound,26,386,412,0,1
C08562,2025-03-03 07:00:00,A007,Tarjetas,Outbound,69,313,382,0,1
C08563,2025-03-06 00:00:00,A023,Tarjetas,Inbound,24,216,240,0,1
C08564,2025-01-14 06:00:00,A002,Soporte_Digital,Inbound,44,318,362,0,1
C08565,2025-02-14 01:00:00,A021,Tarjetas,Inbound,12,279,291,0,0
C08566,2025-03-20 22:00:00,A018,Soporte_Digital,Inbound,64,328,392,1,0
C08567,2025-01-31 03:00:00,A021,Tarjetas,Inbound,105,394,499,1,1
C08568,2025-03-12 20:00:00,A006,Tarjetas,Inbound,70,269,339,1,1
C08569,2025-01-18 04:00:00,A016,Tarjetas,Inbound,48,323,371,0,0
C08570,2025-02-23 03:00:00,A003,Banca_Personal,Inbound,8,351,359,0,1
C08571,2025-01-17 16:00:00,A022,Banca_Personal,Inbound,20,381,401,0,1
C08572,2025-03-18 15:00:00,A015,Soporte_Digital,Inbound,3,359,362,0,1
C08573,2025-01-31 03:00:00,A021,Tarjetas,Inbound,18,233,251,0,0
C08574,2025-02-17 07:00:00,A020,Soporte_Digital,Inbound,33,233,266,0,1
C08575,2025-02-01 06:00:00,A010,Tarjetas,Inbound,47,345,392,0,1
C08576,2025-01-12 03:00:00,A009,Créditos,Inbound,23,276,299,0,1
C08577,2025-02-25 20:00:00,A011,Soporte_Digital,Inbound,42,240,282,0,1
C08578,2025-01-24 17:00:00,A014,Banca_Personal,Outbound,33,371,404,0,0
C08579,2025-03-24 05:00:00,A024,Créditos,Inbound,14,277,291,0,0
C08580,2025-01-23 17:00:00,A012,Banca_Personal,Inbound,12,397,409,0,1
C08581,2025-01-16 04:00:00,A007,Créditos,Inbound,48,273,321,0,1
C08582,2025-01-23 18:00:00,A011,Créditos,Inbound,36,255,291,0,1
C08583,2025-01-12 06:00:00,A017,Créditos,Inbound,23,296,319,0,1
C08584,2025-01-31 18:00:00,A025,Soporte_Digital,Inbound,5,345,350,0,1
C08585,2025-02-22 09:00:00,A009,Soporte_Digital,Inbound,55,317,372,0,0
C08586,2025-01-03 10:00:00,A022,Banca_Personal,Inbound,12,413,425,0,1
C08587,2025-02-23 02:00:00,A023,Soporte_Digital,Inbound,38,310,348,0,1
C08588,2025-03-19 22:00:00,A013,Banca_Personal,Inbound,19,289,308,0,1
C08589,2025-01-04 13:00:00,A016,Tarjetas,Inbound,25,390,415,0,0
C08590,2025-02-01 18:00:00,A003,Banca_Personal,Inbound,38,335,373,0,1
C08591,2025-01-17 05:00:00,A005,Banca_Personal,Inbound,2,275,277,0,1
