Encuesta_ID,Call_ID,Fecha_Encuesta,Score_NPS,Tipo_Cliente
NPS03093,C06743,2025-03-10 19:00:00,8,Nuevo
NPS03094,C06619,2025-01-28 16:00:00,7,Recurrente
NPS03095,C06936,2025-03-29 01:00:00,7,Nuevo
NPS03096,C05787,2025-02-12 05:00:00,10,Premium
NPS03097,C11306,2025-03-08 12:00:00,9,Recurrente
NPS03098,C07896,2025-01-29 17:00:00,9,Recurrente
NPS03099,C04601,2025-03-10 01:00:00,8,Recurrente
NPS03100,C13512,2025-01-22 10:00:00,7,Nuevo
NPS03101,C03818,2025-03-13 07:00:00,6,Premium
NPS03102,C03091,2025-02-28 23:00:00,8,Recurrente
NPS03103,C12234,2025-01-08 16:00:00,9,Premium
NPS03104,C01289,2025-02-27 21:00:00,9,Premium
NPS03105,C03032,2025-03-22 17:00:00,9,Premium
NPS03106,C09368,2025-03-09 05:00:00,10,Nuevo
NPS03107,C02978,2025-02-06 04:00:00,9,Recurrente
NPS03108,C02401,2025-03-12 01:00:00,6,Recurrente
NPS03109,C09464,2025-01-09 16:00:00,6,Premium
NPS03110,C14510,2025-01-28 12:00:00,8,Nuevo
NPS03111,C05665,2025-02-17 15:00:00,7,Premium
NPS03112,C04253,2025-01-30 13:00:00,2,Premium
NPS03113,C01747,2025-01-29 17:00:00,6,Recurrente
NPS03114,C07509,2025-02-12 17:00:00,9,Recurrente
NPS03115,C07511,2025-03-14 13:00:00,9,Premium
NPS03116,C09924,2025-01-25 17:00:00,9,Recurrente
NPS03117,C11883,2025-03-27 19:00:00,8,Premium
NPS03118,C11928,2025-02-02 21:00:00,8,Premium
NPS03119,C06596,2025-01-10 23:00:00,8,Premium
NPS03120,C09792,2025-03-16 01:00:00,9,Recurrente
NPS03121,C09892,2025-02-15 08:00:00,0,Premium
NPS03122,C11910,2025-03-03 21:00:00,8,Nuevo
NPS03123,C06434,2025-02-11 08:00:00,7,Nuevo
NPS03124,C02508,2025-01-03 19:00:00,10,Recurrente
NPS03125,C14119,2025-03-09 19:00:00,8,Premium
NPS03126,C14433,2025-03-07 17:00:00,9,Recurrente
NPS03127,C10828,2025-03-23 13:00:00,10,Recurrente
NPS03128,C00211,2025-02-21 19:00:00,8,Premium
NPS03129,C13163,2025-03-18 12:00:00,8,Premium
NPS03130,C01951,2025-03-26 07:00:00,8,Premium
NPS03131,C14631,2025-01-12 09:00:00,9,Premium
NPS03132,C00652,2025-03-02 20:00:00,7,Nuevo
NPS03133,C02207,2025-02-25 17:00:00,7,Recurrente
NPS03134,C08597,2025-02-01 21:00:00,9,Nuevo
NPS03135,C02616,2025-01-18 05:00:00,9,Nuevo
NPS03136,C01397,2025-02-23 19:00:00,4,Nuevo
NPS03137,C12586,2025-01-20 23:00:00,10,Premium
NPS03138,C05426,2025-01-17 18:00:00,7,Premium
NPS03139,C14919,2025-03-05 08:00:00,8,Nuevo
NPS03140,C01671,2025-02-22 23:00:00,9,Premium
NPS03141,C02321,2025-03-17 11:00:00,6,Recurrente
NPS03142,C13663,2025-01-17 21:00:00,7,Recurrente
NPS03143,C06963,2025-01-24 04:00:00,9,Nuevo
NPS03144,C01953,2025-03-28 21:00:00,9,Recurrente
NPS03145,C07633,2025-01-16 22:00:00,10,Premium
NPS03146,C04644,2025-03-09 04:00:00,10,Recurrente
NPS03147,C02938,2025-01-05 15:00:00,8,Premium
NPS03148,C10859,2025-02-24 21:00:00,9,Nuevo
NPS03149,C10646,2025-01-04 06:00:00,2,Nuevo
NPS03150,C03910,2025-02-05 08:00:00,6,Nuevo
NPS03151,C11488,2025-01-23 05:00:00,10,Nuevo
NPS03152,C13592,2025-02-08 17:00:00,8,Premium
NPS03153,C00485,2025-03-09 09:00:00,8,Premium
NPS03154,C11130,2025-03-14 21:00:00,9,Nuevo
NPS03155,C00899,2025-02-24 12:00:00,8,Premium
NPS03156,C01733,2025-01-06 07:00:00,7,Premium
NPS03157,C11993,2025-02-15 22:00:00,8,Recurrente
NPS03158,C02614,2025-02-03 09:00:00,9,Nuevo
NPS03159,C07925,2025-02-11 14:00:00,9,Premium
NPS03160,C07989,2025-01-30 23:00:00,6,Premium
NPS03161,C13355,2025-01-29 19:00:00,5,Recurrente
NPS03162,C10759,2025-01-15 11:00:00,6,Recurrente
NPS03163,C07763,2025-02-25 10:00:00,6,Premium
NPS03164,C02641,2025-02-13 18:00:00,10,Recurrente
NPS03165,C01251,2025-03-19 07:00:00,9,Premium
NPS03166,C12928,2025-02-21 10:00:00,8,Premium
NPS03167,C09294,2025-03-07 23:00:00,10,Nuevo
NPS03168,C02436,2025-01-24 21:00:00,10,Nuevo
NPS03169,C12596,2025-01-18 23:00:00,6,Nuevo
NPS03170,C10167,2025-02-11 15:00:00,2,Nuevo
NPS03171,C14916,2025-03-19 18:00:00,9,Recurrente
NPS03172,C13358,2025-01-28 05:00:00,8,Recurrente
NPS03173,C09054,2025-02-07 22:00:00,10,Recurrente
NPS03174,C07604,2025-01-27 12:00:00,6,Premium
NPS03175,C05712,2025-02-08 10:00:00,9,Premium
NPS03176,C02304,2025-03-27 04:00:00,9,Premium
NPS03177,C05771,2025-02-05 22:00:00,10,Premium
NPS03178,C12476,2025-01-11 13:00:00,5,Nuevo
NPS03179,C06593,2025-01-24 14:00:00,10,Recurrente
NPS03180,C00583,2025-03-04 01:00:00,6,Recurrente
NPS03181,C04689,2025-03-28 04:00:00,8,Recurrente
NPS03182,C14393,2025-03-17 23:00:00,9,Nuevo
NPS03183,C00719,2025-01-16 15:00:00,6,Nuevo
NPS03184,C14779,2025-01-28 09:00:00,6,Premium
NPS03185,C10380,2025-03-27 22:00:00,7,Nuevo
NPS03186,C00763,2025-02-23 05:00:00,7,Premium
NPS03187,C03470,2025-03-25 02:00:00,8,Premium
NPS03188,C01871,2025-02-22 01:00:00,9,Premium
NPS03189,C12576,2025-01-23 23:00:00,9,Recurrente
NPS03190,C07290,2025-02-16 08:00:00,8,Nuevo
NPS03191,C03734,2025-03-17 06:00:00,7,Premium
NPS03192,C09847,2025-03-18 04:00:00,8,Nuevo
NPS03193,C00739,2025-01-26 15:00:00,6,Premium
NPS03194,C11458,2025-03-11 09:00:00,6,Premium
NPS03195,C03890,2025-03-02 22:00:00,10,Premium
NPS03196,C04636,2025-01-29 09:00:00,7,Recurrente
NPS03197,C07927,2025-02-09 20:00:00,9,Recurrente
NPS03198,C08193,2025-01-07 21:00:00,7,Nuevo
NPS03199,C06396,2025-01-22 07:00:00,10,Recurrente
NPS03200,C05071,2025-03-30 08:00:00,10,Premium
NPS03201,C14911,2025-02-09 05:00:00,9,Premium
NPS03202,C13099,2025-01-16 10:00:00,8,Nuevo
NPS03203,C03845,2025-01-28 12:00:00,1,Nuevo
NPS03204,C04843,2025-01-30 05:00:00,8,Premium
NPS03205,C00751,2025-02-20 02:00:00,6,Premium
NPS03206,C07188,2025-01-28 07:00:00,7,Recurrente
NPS03207,C07932,2025-03-10 01:00:00,9,Nuevo
NPS03208,C14867,2025-01-18 11:00:00,9,Recurrente
NPS03209,C12306,2025-02-09 15:00:00,6,Nuevo
NPS03210,C01840,2025-01-19 03:00:00,8,Recurrente
NPS03211,C14799,2025-03-23 23:00:00,9,Nuevo
NPS03212,C03478,2025-03-23 07:00:00,9,Nuevo
NPS03213,C01276,2025-03-12 21:00:00,8,Recurrente
NPS03214,C03722,2025-01-06 22:00:00,7,Recurrente
NPS03215,C10116,2025-01-12 11:00:00,9,Recurrente
NPS03216,C07600,2025-02-05 07:00:00,1,Nuevo
NPS03217,C09034,2025-01-23 06:00:00,2,Premium
NPS03218,C13344,2025-03-08 09:00:00,0,Nuevo
NPS03219,C11519,2025-03-09 19:00:00,9,Recurrente
NPS03220,C05504,2025-01-21 23:00:00,10,Premium
NPS03221,C06175,2025-01-24 03:00:00,6,Nuevo
NPS03222,C02265,2025-03-11 03:00:00,6,Recurrente
NPS03223,C08420,2025-03-18 18:00:00,6,Premium
NPS03224,C01537,2025-01-01 11:00:00,1,Nuevo
NPS03225,C05392,2025-02-19 17:00:00,9,Recurrente
NPS03226,C09158,2025-01-10 15:00:00,7,Premium
NPS03227,C04926,2025-01-09 00:00:00,8,Nuevo
NPS03228,C01370,2025-01-19 12:00:00,9,Premium
NPS03229,C00741,2025-02-13 14:00:00,7,Nuevo
NPS03230,C03814,2025-01-19 01:00:00,7,Nuevo
NPS03231,C04239,2025-02-27 11:00:00,9,Nuevo
NPS03232,C01189,2025-03-28 00:00:00,9,Nuevo
NPS03233,C13453,2025-03-13 10:00:00,9,Premium
NPS03234,C06051,2025-01-14 15:00:00,6,Recurrente
NPS03235,C01571,2025-01-01 01:00:00,9,Nuevo
NPS03236,C09423,2025-02-07 20:00:00,9,Nuevo
NPS03237,C06076,2025-01-05 20:00:00,10,Nuevo
NPS03238,C02528,2025-03-24 14:00:00,9,Premium
NPS03239,C02128,2025-03-30 01:00:00,9,Premium
NPS03240,C10075,2025-02-10 01:00:00,8,Premium
NPS03241,C02765,2025-03-28 00:00:00,6,Nuevo
NPS03242,C10410,2025-03-22 19:00:00,4,Recurrente
NPS03243,C12332,2025-02-14 18:00:00,10,Premium
NPS03244,C06376,2025-01-24 07:00:00,7,Nuevo
NPS03245,C12173,2025-01-25 22:00:00,2,Premium
NPS03246,C06021,2025-01-17 12:00:00,10,Nuevo
NPS03247,C10036,2025-02-28 00:00:00,9,Premium
NPS03248,C01982,2025-02-04 14:00:00,9,Recurrente
NPS03249,C10257,2025-03-15 07:00:00,10,Recurrente
NPS03250,C07076,2025-03-27 08:00:00,1,Recurrente
NPS03251,C10616,2025-02-11 01:00:00,9,Nuevo
NPS03252,C07947,2025-01-11 13:00:00,0,Premium
NPS03253,C04105,2025-01-03 15:00:00,6,Nuevo
NPS03254,C02058,2025-03-10 10:00:00,9,Nuevo
NPS03255,C12967,2025-02-14 06:00:00,6,Nuevo
NPS03256,C09223,2025-01-06 04:00:00,6,Recurrente
NPS03257,C12856,2025-03-30 06:00:00,6,Recurrente
NPS03258,C05360,2025-01-03 22:00:00,8,Premium
NPS03259,C11698,2025-01-12 02:00:00,7,Nuevo
NPS03260,C14744,2025-02-13 11:00:00,8,Premium
NPS03261,C05779,2025-02-21 16:00:00,6,Nuevo
NPS03262,C13380,2025-01-01 21:00:00,9,Recurrente
NPS03263,C06486,2025-01-12 19:00:00,7,Nuevo
NPS03264,C03943,2025-03-22 19:00:00,7,Nuevo
NPS03265,C09271,2025-03-10 12:00:00,9,Recurrente
NPS03266,C03718,2025-03-25 12:00:00,8,Recurrente
NPS03267,C05047,2025-01-16 05:00:00,8,Nuevo
NPS03268,C01711,2025-03-01 12:00:00,9,Recurrente
NPS03269,C13119,2025-01-11 04:00:00,6,Recurrente
NPS03270,C13820,2025-02-01 02:00:00,6,Premium
NPS03271,C05961,2025-02-01 09:00:00,10,Premium
NPS03272,C00563,2025-01-03 20:00:00,6,Recurrente
NPS03273,C13769,2025-02-07 00:00:00,6,Nuevo
NPS03274,C04232,2025-01-14 19:00:00,6,Nuevo
NPS03275,C00641,2025-01-05 14:00:00,6,Premium
NPS03276,C01670,2025-03-25 11:00:00,10,Nuevo
NPS03277,C03001,2025-02-20 14:00:00,9,Recurrente
NPS03278,C07310,2025-02-21 06:00:00,0,Nuevo
NPS03279,C13397,2025-01-17 14:00:00,9,Nuevo
NPS03280,C07810,2025-02-03 06:00:00,9,Recurrente
NPS03281,C02408,2025-02-16 03:00:00,8,Recurrente
NPS03282,C12568,2025-02-19 18:00:00,8,Nuevo
NPS03283,C07507,2025-02-21 16:00:00,7,Recurrente
NPS03284,C07800,2025-02-14 06:00:00,9,Nuevo
NPS03285,C04227,2025-01-12 15:00:00,7,Nuevo
NPS03286,C09827,2025-01-01 15:00:00,6,Nuevo
NPS03287,C08447,2025-02-12 09:00:00,9,Premium
NPS03288,C02911,2025-03-01 11:00:00,0,Recurrente
NPS03289,C13879,2025-03-20 15:00:00,6,Nuevo
NPS03290,C14368,2025-03-13 18:00:00,6,Nuevo
NPS03291,C12105,2025-01-03 23:00:00,10,Premium
NPS03292,C10187,2025-02-21 03:00:00,9,Premium
NPS03293,C10731,2025-03-09 12:00:00,8,Nuevo
NPS03294,C05126,2025-03-23 08:00:00,9,Nuevo
NPS03295,C02929,2025-03-26 22:00:00,8,Nuevo
NPS03296,C03167,2025-02-22 23:00:00,9,Premium
NPS03297,C14444,2025-03-12 00:00:00,8,Nuevo
NPS03298,C03379,2025-02-23 07:00:00,8,Nuevo
NPS03299,C00181,2025-03-08 19:00:00,6,Premium
NPS03300,C06224,2025-02-24 18:00:00,10,Premium
NPS03301,C12516,2025-01-20 03:00:00,9,Recurrente
NPS03302,C04555,2025-02-19 02:00:00,9,Recurrente
NPS03303,C02219,2025-02-14 14:00:00,7,Premium
NPS03304,C12669,2025-02-20 11:00:00,10,Nuevo
NPS03305,C01956,2025-02-15 00:00:00,8,Recurrente
NPS03306,C01058,2025-02-03 21:00:00,9,Recurrente
NPS03307,C05968,2025-02-06 09:00:00,6,Premium
NPS03308,C06384,2025-02-15 12:00:00,9,Nuevo
NPS03309,C10540,2025-01-03 23:00:00,7,Recurrente
NPS03310,C13174,2025-02-16 15:00:00,7,Premium
NPS03311,C01400,2025-02-03 01:00:00,9,Recurrente
NPS03312,C13745,2025-03-12 01:00:00,8,Nuevo
NPS03313,C05573,2025-01-25 17:00:00,1,Recurrente
NPS03314,C10523,2025-01-13 13:00:00,9,Nuevo
NPS03315,C04126,2025-03-22 18:00:00,6,Nuevo
NPS03316,C09427,2025-02-02 21:00:00,7,Premium
NPS03317,C11061,2025-03-17 12:00:00,7,Nuevo
NPS03318,C02235,2025-03-26 03:00:00,10,Nuevo
NPS03319,C12042,2025-01-07 16:00:00,10,Nuevo
NPS03320,C07143,2025-01-11 12:00:00,8,Recurrente
NPS03321,C13364,2025-01-07 20:00:00,9,Nuevo
NPS03322,C01211,2025-02-13 08:00:00,6,Premium
NPS03323,C12868,2025-01-09 09:00:00,7,Nuevo
NPS03324,C10438,2025-03-30 10:00:00,10,Nuevo
NPS03325,C02239,2025-03-16 11:00:00,10,Premium
NPS03326,C06278,2025-01-14 13:00:00,9,Premium
NPS03327,C10743,2025-02-26 00:00:00,7,Premium
NPS03328,C02949,2025-03-25 20:00:00,7,Recurrente
NPS03329,C11768,2025-03-07 04:00:00,10,Recurrente
NPS03330,C08389,2025-01-04 13:00:00,9,Premium
NPS03331,C10164,2025-01-16 17:00:00,9,Nuevo
NPS03332,C04157,2025-02-18 09:00:00,9,Recurrente
NPS03333,C07663,2025-02-12 17:00:00,6,Recurrente
NPS03334,C12287,2025-02-09 22:00:00,10,Recurrente
NPS03335,C03578,2025-01-03 01:00:00,9,Premium
NPS03336,C04411,2025-01-21 21:00:00,9,Recurrente
NPS03337,C05295,2025-03-01 21:00:00,10,Premium
NPS03338,C11937,2025-03-18 20:00:00,7,Premium
NPS03339,C01435,2025-03-13 02:00:00,8,Premium
NPS03340,C14982,2025-02-23 02:00:00,6,Nuevo
NPS03341,C00093,2025-03-03 15:00:00,9,Nuevo
NPS03342,C11386,2025-02-25 09:00:00,3,Recurrente
NPS03343,C07926,2025-03-16 01:00:00,7,Premium
NPS03344,C05850,2025-02-26 10:00:00,6,Nuevo
NPS03345,C13066,2025-01-29 21:00:00,6,Recurrente
NPS03346,C08455,2025-01-20 08:00:00,8,Premium
NPS03347,C13317,2025-01-09 11:00:00,9,Recurrente
NPS03348,C06216,2025-01-19 21:00:00,9,Premium
NPS03349,C03466,2025-03-21 08:00:00,8,Nuevo
NPS03350,C09538,2025-01-23 04:00:00,8,Nuevo
NPS03351,C14198,2025-03-18 17:00:00,7,Recurrente
NPS03352,C07439,2025-01-21 11:00:00,8,Recurrente
NPS03353,C10280,2025-02-24 05:00:00,9,Nuevo
NPS03354,C06597,2025-01-04 17:00:00,8,Recurrente
NPS03355,C09315,2025-02-19 13:00:00,7,Premium
NPS03356,C10467,2025-02-08 07:00:00,9,Premium
NPS03357,C09357,2025-01-26 11:00:00,7,Premium
NPS03358,C01085,2025-02-10 03:00:00,9,Nuevo
NPS03359,C08750,2025-03-09 10:00:00,7,Premium
NPS03360,C02778,2025-03-05 12:00:00,6,Nuevo
NPS03361,C05682,2025-03-07 20:00:00,9,Recurrente
NPS03362,C00429,2025-02-15 01:00:00,10,Recurrente
NPS03363,C05016,2025-02-20 03:00:00,9,Recurrente
NPS03364,C08769,2025-01-31 10:00:00,8,Nuevo
NPS03365,C07402,2025-01-22 05:00:00,5,Premium
NPS03366,C04801,2025-02-20 23:00:00,10,Recurrente
NPS03367,C11228,2025-02-10 14:00:00,6,Premium
NPS03368,C13828,2025-02-28 12:00:00,2,Premium
NPS03369,C02699,2025-01-10 18:00:00,10,Premium
NPS03370,C06533,2025-02-25 05:00:00,10,Recurrente
NPS03371,C10780,2025-03-10 05:00:00,7,Recurrente
NPS03372,C11756,2025-02-20 12:00:00,6,Recurrente
NPS03373,C00409,2025-02-27 20:00:00,10,Nuevo
NPS03374,C09707,2025-01-25 03:00:00,6,Recurrente
NPS03375,C14384,2025-01-07 13:00:00,8,Premium
NPS03376,C01609,2025-01-27 06:00:00,9,Premium
NPS03377,C10433,2025-03-19 17:00:00,7,Nuevo
NPS03378,C07150,2025-03-04 00:00:00,7,Premium
NPS03379,C04094,2025-02-08 13:00:00,6,Nuevo
NPS03380,C07666,2025-02-19 17:00:00,1,Nuevo
NPS03381,C04743,2025-01-31 14:00:00,6,Nuevo
NPS03382,C04954,2025-02-11 00:00:00,8,Recurrente
NPS03383,C09215,2025-02-09 23:00:00,6,Premium
NPS03384,C14580,2025-02-17 07:00:00,7,Premium
NPS03385,C00427,2025-02-01 09:00:00,9,Premium
NPS03386,C00950,2025-01-19 22:00:00,7,Premium
NPS03387,C08362,2025-03-06 09:00:00,9,Premium
NPS03388,C03394,2025-01-10 03:00:00,8,Recurrente
NPS03389,C02866,2025-02-24 00:00:00,10,Recurrente
NPS03390,C12970,2025-01-31 07:00:00,7,Recurrente
NPS03391,C08960,2025-03-05 06:00:00,7,Nuevo
NPS03392,C13657,2025-01-20 09:00:00,6,Premium
NPS03393,C11111,2025-01-04 19:00:00,9,Nuevo
NPS03394,C08168,2025-01-30 09:00:00,6,Premium
NPS03395,C10319,2025-02-14 04:00:00,9,Nuevo
NPS03396,C05911,2025-03-30 01:00:00,9,Recurrente
NPS03397,C07106,2025-03-14 06:00:00,9,Nuevo
NPS03398,C07848,2025-03-30 22:00:00,9,Nuevo
NPS03399,C01692,2025-01-13 22:00:00,7,Premium
NPS03400,C14878,2025-02-25 11:00:00,6,Recurrente
NPS03401,C12748,2025-02-28 19:00:00,6,Recurrente
NPS03402,C01422,2025-03-27 06:00:00,9,Recurrente
NPS03403,C14792,2025-01-16 07:00:00,8,Nuevo
NPS03404,C07373,2025-01-14 04:00:00,8,Premium
NPS03405,C00820,2025-02-09 18:00:00,6,Premium
NPS03406,C06609,2025-03-24 11:00:00,9,Recurrente
NPS03407,C07259,2025-03-27 16:00:00,8,Premium
NPS03408,C14883,2025-01-12 11:00:00,9,Premium
NPS03409,C10606,2025-03-02 08:00:00,9,Nuevo
NPS03410,C14678,2025-01-31 04:00:00,9,Recurrente
NPS03411,C11213,2025-02-04 13:00:00,9,Premium
NPS03412,C10496,2025-02-11 02:00:00,9,Nuevo
NPS03413,C14128,2025-02-15 10:00:00,7,Premium
NPS03414,C09893,2025-02-26 17:00:00,8,Premium
NPS03415,C00410,2025-03-19 08:00:00,7,Nuevo
NPS03416,C01286,2025-03-25 21:00:00,10,Recurrente
NPS03417,C08923,2025-01-27 22:00:00,8,Recurrente
NPS03418,C05226,2025-03-12 00:00:00,9,Recurrente
NPS03419,C06910,2025-02-15 08:00:00,8,Nuevo
NPS03420,C07626,2025-03-03 17:00:00,9,Premium
NPS03421,C05982,2025-03-08 20:00:00,10,Nuevo
NPS03422,C01092,2025-03-02 23:00:00,7,Nuevo
NPS03423,C04502,2025-01-20 23:00:00,3,Premium
NPS03424,C00074,2025-03-17 19:00:00,6,Nuevo
NPS03425,C06826,2025-02-26 23:00:00,10,Recurrente
NPS03426,C11799,2025-01-21 11:00:00,6,Premium
NPS03427,C06527,2025-02-25 13:00:00,8,Premium
NPS03428,C11220,2025-03-26 06:00:00,8,Recurrente
NPS03429,C10193,2025-02-04 15:00:00,9,Premium
NPS03430,C14812,2025-02-18 21:00:00,8,Nuevo
NPS03431,C00292,2025-03-11 08:00:00,9,Recurrente
NPS03432,C06087,2025-02-15 15:00:00,2,Recurrente
NPS03433,C07809,2025-02-16 06:00:00,10,Nuevo
NPS03434,C09144,2025-02-07 00:00:00,10,Recurrente
NPS03435,C11411,2025-01-08 20:00:00,9,Nuevo
NPS03436,C08060,2025-01-22 22:00:00,10,Recurrente
NPS03437,C02090,2025-03-29 02:00:00,10,Recurrente
NPS03438,C06287,2025-02-05 18:00:00,8,Nuevo
NPS03439,C01802,2025-01-27 04:00:00,6,Premium
NPS03440,C13753,2025-01-07 17:00:00,9,Recurrente
NPS03441,C11823,2025-03-14 12:00:00,0,Recurrente
NPS03442,C01577,2025-01-02 11:00:00,9,Nuevo
NPS03443,C01111,2025-02-13 11:00:00,9,Premium
NPS03444,C00319,2025-01-15 20:00:00,8,Nuevo
NPS03445,C10401,2025-02-14 06:00:00,8,Nuevo
NPS03446,C07803,2025-03-17 11:00:00,6,Premium
NPS03447,C13591,2025-02-03 05:00:00,8,Nuevo
NPS03448,C06197,2025-03-12 20:00:00,3,Premium
NPS03449,C01826,2025-02-05 15:00:00,9,Nuevo
NPS03450,C03147,2025-02-15 11:00:00,7,Recurrente
NPS03451,C06453,2025-01-28 19:00:00,7,Recurrente
NPS03452,C04487,2025-03-08 06:00:00,7,Nuevo
NPS03453,C03412,2025-02-26 15:00:00,9,Nuevo
NPS03454,C00145,2025-01-27 16:00:00,9,Recurrente
NPS03455,C09961,2025-01-16 10:00:00,3,Nuevo
NPS03456,C04563,2025-01-14 10:00:00,8,Nuevo
NPS03457,C07736,2025-02-11 04:00:00,9,Nuevo
NPS03458,C09052,2025-03-07 18:00:00,9,Premium
NPS03459,C10558,2025-02-16 14:00:00,9,Nuevo
NPS03460,C04557,2025-01-05 14:00:00,6,Premium
NPS03461,C09196,2025-03-07 08:00:00,8,Premium
NPS03462,C11014,2025-02-20 13:00:00,6,Premium
NPS03463,C04872,2025-02-09 02:00:00,7,Premium
NPS03464,C10414,2025-01-02 09:00:00,8,Premium
NPS03465,C11801,2025-02-09 14:00:00,10,Nuevo
NPS03466,C08258,2025-02-08 00:00:00,10,Recurrente
NPS03467,C11905,2025-03-26 14:00:00,2,Nuevo
NPS03468,C01831,2025-01-04 14:00:00,9,Nuevo
NPS03469,C08966,2025-01-14 07:00:00,10,Premium
NPS03470,C00086,2025-02-28 16:00:00,9,Premium
NPS03471,C10091,2025-03-03 10:00:00,9,Nuevo
NPS03472,C01220,2025-02-01 18:00:00,6,Recurrente
NPS03473,C08404,2025-03-08 17:00:00,9,Premium
NPS03474,C05070,2025-03-06 16:00:00,8,Recurrente
NPS03475,C03577,2025-02-01 18:00:00,9,Premium
NPS03476,C12210,2025-01-15 02:00:00,8,Recurrente
NPS03477,C11300,2025-02-15 16:00:00,6,Recurrente
NPS03478,C05791,2025-02-02 19:00:00,8,Recurrente
NPS03479,C04210,2025-01-09 08:00:00,8,Recurrente
NPS03480,C14015,2025-03-23 02:00:00,7,Premium
NPS03481,C05439,2025-02-02 09:00:00,8,Nuevo
NPS03482,C14306,2025-03-30 05:00:00,9,Recurrente
NPS03483,C00595,2025-01-05 10:00:00,9,Recurrente
NPS03484,C04640,2025-02-27 02:00:00,5,Premium
NPS03485,C07274,2025-01-07 03:00:00,7,Nuevo
NPS03486,C08143,2025-01-23 18:00:00,7,Premium
NPS03487,C12300,2025-03-17 09:00:00,7,Recurrente
NPS03488,C13848,2025-02-19 03:00:00,10,Premium
NPS03489,C08631,2025-02-13 20:00:00,9,Recurrente
NPS03490,C14544,2025-02-22 22:00:00,8,Nuevo
NPS03491,C14063,2025-01-05 00:00:00,8,Recurrente
NPS03492,C14025,2025-01-06 20:00:00,9,Premium
NPS03493,C00062,2025-03-03 20:00:00,9,Nuevo
NPS03494,C05726,2025-02-02 03:00:00,7,Nuevo
NPS03495,C06115,2025-01-10 09:00:00,8,Recurrente
NPS03496,C13057,2025-02-21 11:00:00,6,Premium
NPS03497,C10685,2025-03-18 10:00:00,7,Recurrente
NPS03498,C10662,2025-03-24 17:00:00,9,Premium
NPS03499,C11713,2025-01-26 19:00:00,8,Nuevo
NPS03500,C08639,2025-02-23 16:00:00,10,Premium
NPS03501,C11858,2025-01-30 07:00:00,10,Nuevo
NPS03502,C12380,2025-03-23 23:00:00,3,Premium
NPS03503,C13387,2025-03-12 13:00:00,7,Nuevo
NPS03504,C09411,2025-02-23 14:00:00,6,Nuevo
NPS03505,C07317,2025-01-03 23:00:00,7,Nuevo
NPS03506,C14887,2025-02-19 18:00:00,6,Recurrente
NPS03507,C05991,2025-03-23 01:00:00,9,Recurrente
NPS03508,C07047,2025-03-06 00:00:00,1,Recurrente
NPS03509,C13135,2025-03-21 22:00:00,10,Nuevo
NPS03510,C07531,2025-01-10 23:00:00,6,Nuevo
NPS03511,C05412,2025-01-20 21:00:00,9,Nuevo
NPS03512,C00959,2025-02-03 01:00:00,7,Nuevo
NPS03513,C00473,2025-01-04 17:00:00,10,Premium
NPS03514,C13328,2025-01-28 08:00:00,9,Premium
NPS03515,C01514,2025-02-11 16:00:00,9,Nuevo
NPS03516,C02291,2025-02-15 05:00:00,9,Nuevo
NPS03517,C04739,2025-03-19 07:00:00,8,Recurrente
NPS03518,C08456,2025-03-10 13:00:00,10,Premium
NPS03519,C14772,2025-03-04 07:00:00,10,Nuevo
NPS03520,C11236,2025-03-11 06:00:00,6,Recurrente
NPS03521,C01480,2025-01-06 08:00:00,9,Recurrente
NPS03522,C09064,2025-02-12 10:00:00,8,Premium
NPS03523,C12049,2025-01-28 06:00:00,8,Premium
NPS03524,C02900,2025-03-09 21:00:00,10,Premium
NPS03525,C04882,2025-03-10 08:00:00,9,Nuevo
NPS03526,C12376,2025-01-29 19:00:00,9,Recurrente
NPS03527,C05262,2025-02-21 12:00:00,10,Premium
NPS03528,C09091,2025-01-22 04:00:00,9,Nuevo
NPS03529,C14558,2025-03-27 08:00:00,9,Nuevo
NPS03530,C07200,2025-02-24 16:00:00,3,Recurrente
NPS03531,C10290,2025-02-13 23:00:00,6,Recurrente
NPS03532,C11772,2025-02-06 04:00:00,8,Recurrente
NPS03533,C04878,2025-03-04 17:00:00,7,Premium
NPS03534,C10085,2025-03-29 12:00:00,8,Premium
NPS03535,C09579,2025-03-09 00:00:00,10,Nuevo
NPS03536,C07415,2025-01-11 03:00:00,9,Premium
NPS03537,C11058,2025-03-03 09:00:00,10,Nuevo
NPS03538,C00492,2025-02-06 12:00:00,9,Premium
NPS03539,C10096,2025-03-22 02:00:00,10,Recurrente
NPS03540,C12636,2025-03-02 18:00:00,8,Nuevo
NPS03541,C05480,2025-03-09 20:00:00,6,Premium
NPS03542,C14122,2025-01-09 12:00:00,6,Nuevo
NPS03543,C10687,2025-03-08 02:00:00,10,Recurrente
NPS03544,C05372,2025-02-05 07:00:00,10,Nuevo
NPS03545,C00128,2025-01-09 05:00:00,6,Premium
NPS03546,C14807,2025-02-03 18:00:00,9,Nuevo
NPS03547,C06779,2025-03-08 22:00:00,9,Nuevo
NPS03548,C03981,2025-02-17 20:00:00,10,Premium
NPS03549,C07500,2025-03-23 08:00:00,9,Premium
NPS03550,C01265,2025-01-15 12:00:00,9,Premium
NPS03551,C13256,2025-01-31 15:00:00,8,Nuevo
NPS03552,C10437,2025-02-09 05:00:00,9,Nuevo
